date,state,positiveIncrease,negativeIncrease,hospitalizedCurrently,hospitalizedIncrease,deathIncrease
6/12/2020,OK,222,4547,154,11,2
6/12/2020,OR,140,4245,133,11,2
6/12/2020,PA,66,11946,899,0,49
6/12/2020,PR,184,24595,92,0,2
6/12/2020,RI,81,2093,141,11,10
6/12/2020,SC,729,5273,512,90,5
6/12/2020,SD,77,1184,87,11,1
6/12/2020,TN,588,54291,608,38,27
6/12/2020,TX,2097,18540,2166,0,19
6/12/2020,UT,325,3793,197,20,8
6/12/2020,VA,564,42569,1026,64,14
6/12/2020,VI,0,41,,0,0
6/12/2020,VT,9,1416,16,0,0
6/12/2020,WA,388,9249,226,-1,4
6/12/2020,WI,354,11308,287,27,7
6/12/2020,WV,21,2898,29,0,1
6/12/2020,WY,18,264,5,0,0
6/11/2020,AK,18,1273,18,0,0
6/11/2020,AL,856,4913,647,36,11
6/11/2020,AR,448,0,187,24,6
6/11/2020,AS,0,0,,0,0
6/11/2020,AZ,1412,8483,1291,41,32
6/11/2020,CA,3090,53759,4534,0,105
6/11/2020,CO,152,4099,277,10,16
6/11/2020,CT,114,7953,246,243,26
6/11/2020,DC,52,1044,238,0,3
6/11/2020,DE,50,2238,109,0,1
6/11/2020,FL,1698,26027,,229,49
6/11/2020,GA,993,12293,842,99,46
6/11/2020,GU,1,97,,0,0
6/11/2020,HI,3,1119,,1,0
6/11/2020,IA,387,5323,242,0,9
6/11/2020,ID,40,1023,28,0,0
6/11/2020,IL,766,21559,2365,0,90
6/11/2020,IN,411,6837,887,53,25
6/11/2020,KS,0,0,,0,0
6/11/2020,KY,62,6618,514,10,9
6/11/2020,LA,442,9111,553,0,19
6/11/2020,MA,511,10487,1260,72,38
6/11/2020,MD,732,6996,902,34,31
6/11/2020,ME,30,1487,29,5,0
6/11/2020,MI,267,14202,661,0,33
6/11/2020,MN,219,13182,411,40,13
6/11/2020,MO,203,7208,537,0,12
6/11/2020,MP,0,58,,0,0
6/11/2020,MS,0,0,655,0,0
6/11/2020,MT,2,1159,7,0,0
6/11/2020,NC,1310,17717,812,0,11
6/11/2020,ND,38,1089,32,0,0
6/11/2020,NE,142,2358,175,11,4
6/11/2020,NH,46,1214,81,4,7
6/11/2020,NJ,470,21389,1512,269,67
6/11/2020,NM,145,3755,197,0,6
6/11/2020,NV,235,5696,337,0,1
6/11/2020,NY,736,60103,2042,0,38
6/11/2020,OH,429,10270,563,60,33
6/11/2020,OK,146,4002,153,17,2
6/11/2020,OR,177,4869,130,7,2
6/11/2020,PA,467,9475,946,0,51
6/11/2020,PR,23,0,91,0,1
6/11/2020,RI,87,1438,146,14,11
6/11/2020,SC,682,-23157,494,0,13
6/11/2020,SD,61,998,87,11,4
6/11/2020,TN,477,5990,606,21,5
6/11/2020,TX,1826,43407,2008,0,35
6/11/2020,UT,388,4520,188,14,3
6/11/2020,VA,470,8563,1069,-17,6
6/11/2020,VI,0,11,,0,0
6/11/2020,VT,15,1452,12,0,0
6/11/2020,WA,400,11570,226,26,14
6/11/2020,WI,371,8942,306,33,11
6/11/2020,WV,24,3106,38,0,0
6/11/2020,WY,29,737,7,0,0
6/10/2020,AK,20,810,22,0,0
6/10/2020,AL,567,4751,646,42,15
6/10/2020,AR,288,10148,181,36,4
6/10/2020,AS,0,0,,0,0
6/10/2020,AZ,1556,4918,1274,41,25
6/10/2020,CA,2702,51851,4719,0,79
6/10/2020,CO,164,4043,305,166,20
6/10/2020,CT,168,4814,270,0,23
6/10/2020,DC,63,977,245,0,4
6/10/2020,DE,36,956,108,0,1
6/10/2020,FL,1371,19347,,161,38
6/10/2020,GA,731,13041,817,102,44
6/10/2020,GU,2,304,,0,0
6/10/2020,HI,6,693,,0,0
6/10/2020,IA,315,4791,245,0,6
6/10/2020,ID,31,1344,20,2,2
6/10/2020,IL,625,20195,2458,0,77
6/10/2020,IN,304,4400,894,36,16
6/10/2020,KS,162,4071,,18,4
6/10/2020,KY,175,14301,508,10,7
6/10/2020,LA,418,6034,549,0,11
6/10/2020,MA,267,9831,1345,75,46
6/10/2020,MD,561,5999,955,79,33
6/10/2020,ME,31,1489,27,1,0
6/10/2020,MI,15,0,661,0,1
6/10/2020,MN,333,11707,427,41,39
6/10/2020,MO,274,5660,533,0,8
6/10/2020,MP,0,0,,0,0
6/10/2020,MS,715,4958,655,79,31
6/10/2020,MT,7,1425,7,2,0
6/10/2020,NC,1011,16928,780,0,24
6/10/2020,ND,40,954,33,4,2
6/10/2020,NE,131,2339,181,22,3
6/10/2020,NH,53,1471,80,4,8
6/10/2020,NJ,550,18887,1701,154,76
6/10/2020,NM,43,2813,193,25,4
6/10/2020,NV,134,3600,359,0,2
6/10/2020,NY,674,61623,2190,0,56
6/10/2020,OH,413,11081,575,73,36
6/10/2020,OK,117,3139,150,14,2
6/10/2020,OR,72,3069,136,6,0
6/10/2020,PA,410,7716,992,0,48
6/10/2020,PR,144,0,97,0,1
6/10/2020,RI,104,1364,148,13,4
6/10/2020,SC,531,4019,513,0,7
6/10/2020,SD,81,1445,101,16,1
6/10/2020,TN,486,7144,624,16,1
6/10/2020,TX,2504,11228,2153,0,32
6/10/2020,UT,305,2595,223,23,1
6/10/2020,VA,439,7069,1155,135,18
6/10/2020,VI,1,32,,0,0
6/10/2020,VT,11,1503,11,0,0
6/10/2020,WA,368,12053,238,48,15
6/10/2020,WI,336,9902,328,39,10
6/10/2020,WV,19,3633,24,0,1
6/10/2020,WY,10,506,8,1,1
6/9/2020,AK,10,968,12,0,1
6/9/2020,AL,497,7251,628,33,11
6/9/2020,AR,340,4854,173,21,6
6/9/2020,AS,0,0,,0,0
6/9/2020,AZ,618,4514,1243,48,23
6/9/2020,CA,2170,52885,4583,0,44
6/9/2020,CO,182,4221,304,374,18
6/9/2020,CT,87,4240,293,0,13
6/9/2020,DC,85,1301,255,0,4
6/9/2020,DE,48,758,108,0,2
6/9/2020,FL,1096,22659,,178,53
6/9/2020,GA,752,7056,834,126,77
6/9/2020,GU,1,246,,0,0
6/9/2020,HI,1,326,,0,0
6/9/2020,IA,249,3852,255,0,12
6/9/2020,ID,50,1586,21,0,0
6/9/2020,IL,797,19512,2573,0,94
6/9/2020,IN,410,5477,853,46,23
6/9/2020,KS,0,0,,0,0
6/9/2020,KY,232,6849,525,18,5
6/9/2020,LA,562,10504,568,0,13
6/9/2020,MA,263,4460,1397,82,55
6/9/2020,MD,500,6079,970,47,35
6/9/2020,ME,18,757,29,1,1
6/9/2020,MI,63,16809,661,0,9
6/9/2020,MN,430,8451,455,40,20
6/9/2020,MO,179,4055,533,0,21
6/9/2020,MP,2,279,,0,0
6/9/2020,MS,0,0,598,0,0
6/9/2020,MT,6,1586,5,3,0
6/9/2020,NC,676,14922,774,0,23
6/9/2020,ND,22,465,32,5,3
6/9/2020,NE,118,1167,176,32,0
6/9/2020,NH,36,1535,78,3,0
6/9/2020,NJ,299,14109,1736,19,93
6/9/2020,NM,122,4304,183,25,4
6/9/2020,NV,244,3342,350,0,3
6/9/2020,NY,683,49290,2344,0,49
6/9/2020,OH,325,13247,639,70,17
6/9/2020,OK,158,12080,148,22,5
6/9/2020,OR,66,3672,145,8,5
6/9/2020,PA,493,7861,1032,0,61
6/9/2020,PR,139,0,95,0,0
6/9/2020,RI,68,1164,144,8,9
6/9/2020,SC,428,2893,541,84,11
6/9/2020,SD,52,1288,90,5,3
6/9/2020,TN,631,7803,587,26,14
6/9/2020,TX,1637,25402,2056,0,23
6/9/2020,UT,237,3724,230,13,3
6/9/2020,VA,487,6777,1169,116,19
6/9/2020,VI,0,9,,0,0
6/9/2020,VT,9,1421,16,0,0
6/9/2020,WA,408,11343,205,30,2
6/9/2020,WI,300,13957,331,44,15
6/9/2020,WV,16,717,24,0,0
6/9/2020,WY,10,352,8,0,0
6/8/2020,AK,19,989,7,0,0
6/8/2020,AL,425,0,593,32,26
6/8/2020,AR,314,0,171,0,1
6/8/2020,AS,0,0,,0,0
6/8/2020,AZ,789,5671,1266,64,3
6/8/2020,CA,2507,66465,4506,0,27
6/8/2020,CO,153,4317,322,5,0
6/8/2020,CT,124,4548,324,0,13
6/8/2020,DC,57,1162,268,0,2
6/8/2020,DE,30,920,113,0,2
6/8/2020,FL,966,17426,,67,12
6/8/2020,GA,599,8892,819,61,28
6/8/2020,GU,0,266,,0,0
6/8/2020,HI,2,1090,,1,0
6/8/2020,IA,320,5110,265,0,8
6/8/2020,ID,0,0,23,0,0
6/8/2020,IL,1382,15441,2496,0,198
6/8/2020,IN,226,5014,902,43,13
6/8/2020,KS,257,5599,,19,4
6/8/2020,KY,189,3606,486,7,2
6/8/2020,LA,234,8303,582,0,8
6/8/2020,MA,190,4589,1415,32,37
6/8/2020,MD,431,6269,979,83,27
6/8/2020,ME,18,2658,37,3,0
6/8/2020,MI,135,12804,661,0,15
6/8/2020,MN,448,7323,452,34,11
6/8/2020,MO,181,4422,611,0,10
6/8/2020,MP,1,0,,0,0
6/8/2020,MS,498,4465,598,13,20
6/8/2020,MT,3,4211,2,0,0
6/8/2020,NC,938,7949,739,0,10
6/8/2020,ND,19,228,29,1,3
6/8/2020,NE,91,1547,166,7,0
6/8/2020,NH,24,1519,86,2,3
6/8/2020,NJ,333,14331,1740,0,39
6/8/2020,NM,140,5088,177,44,4
6/8/2020,NV,137,4169,339,0,4
6/8/2020,NY,702,57352,2371,0,40
6/8/2020,OH,361,7433,644,53,27
6/8/2020,OK,55,0,158,13,0
6/8/2020,OR,114,1365,137,24,0
6/8/2020,PA,351,7214,1174,0,10
6/8/2020,PR,61,0,107,0,0
6/8/2020,RI,45,884,146,32,27
6/8/2020,SC,514,6288,507,0,11
6/8/2020,SD,33,726,92,4,0
6/8/2020,TN,563,13432,617,16,3
6/8/2020,TX,638,19232,1935,0,0
6/8/2020,UT,256,4692,182,18,3
6/8/2020,VA,570,3206,1173,6,5
6/8/2020,VI,0,3,,0,0
6/8/2020,VT,12,1568,13,0,0
6/8/2020,WA,510,10050,213,17,6
6/8/2020,WI,222,7386,322,12,-1
6/8/2020,WV,9,1789,24,0,0
6/8/2020,WY,13,1210,7,1,0
6/7/2020,AK,8,995,7,-48,0
6/7/2020,AL,457,13465,518,29,3
6/7/2020,AR,325,3191,145,6,0
6/7/2020,AS,0,0,,0,0
6/7/2020,AZ,1438,8537,1252,70,2
6/7/2020,CA,2796,51122,4525,0,67
6/7/2020,CO,233,4504,299,8,0
6/7/2020,CT,150,5444,333,0,16
6/7/2020,DC,63,806,285,0,6
6/7/2020,DE,97,1265,103,0,3
6/7/2020,FL,1180,40793,,52,13
6/7/2020,GA,589,16438,783,23,6
6/7/2020,GU,0,0,,0,0
6/7/2020,HI,9,789,,0,0
6/7/2020,IA,189,3289,269,0,6
6/7/2020,ID,28,774,30,3,0
6/7/2020,IL,867,19833,2550,0,40
6/7/2020,IN,400,6333,913,45,11
6/7/2020,KS,0,0,,0,0
6/7/2020,KY,0,0,495,0,0
6/7/2020,LA,330,5666,575,0,11
6/7/2020,MA,304,7547,1442,24,27
6/7/2020,MD,491,6936,1003,95,9
6/7/2020,ME,46,0,34,2,1
6/7/2020,MI,55,10314,864,0,11
6/7/2020,MN,135,9409,450,31,16
6/7/2020,MO,111,6682,657,0,0
6/7/2020,MP,1,545,,0,0
6/7/2020,MS,501,9625,585,47,14
6/7/2020,MT,5,619,2,1,0
6/7/2020,NC,921,12955,696,0,4
6/7/2020,ND,44,1008,28,1,0
6/7/2020,NE,164,2058,167,9,2
6/7/2020,NH,0,0,84,0,0
6/7/2020,NJ,271,17138,1882,27,71
6/7/2020,NM,128,4379,176,0,5
6/7/2020,NV,189,3737,348,0,2
6/7/2020,NY,781,59654,2427,0,47
6/7/2020,OH,365,10133,603,37,7
6/7/2020,OK,147,0,158,0,3
6/7/2020,OR,146,2095,121,0,1
6/7/2020,PA,506,9051,1174,0,12
6/7/2020,PR,70,0,105,0,0
6/7/2020,RI,49,758,182,0,0
6/7/2020,SC,370,4745,477,0,1
6/7/2020,SD,71,1531,87,4,0
6/7/2020,TN,310,7037,561,9,1
6/7/2020,TX,1425,5744,1878,0,11
6/7/2020,UT,268,2534,207,10,0
6/7/2020,VA,1284,7401,1186,171,12
6/7/2020,VI,0,0,,0,0
6/7/2020,VT,17,1118,14,0,0
6/7/2020,WA,110,3015,205,13,4
6/7/2020,WI,275,11065,308,16,2
6/7/2020,WV,13,2071,28,0,0
6/7/2020,WY,8,235,4,0,0
6/6/2020,AK,12,2899,7,48,0
6/6/2020,AL,656,5515,473,44,13
6/6/2020,AR,450,8696,154,46,2
6/6/2020,AS,0,0,,0,0
6/6/2020,AZ,1119,6662,1278,65,30
6/6/2020,CA,3115,66722,4526,0,74
6/6/2020,CO,255,4598,299,12,19
6/6/2020,CT,358,15684,333,0,17
6/6/2020,DC,70,1747,276,0,8
6/6/2020,DE,72,834,117,0,0
6/6/2020,FL,1270,37975,,97,28
6/6/2020,GA,688,14381,788,16,0
6/6/2020,GU,0,89,,0,0
6/6/2020,HI,9,912,,0,0
6/6/2020,IA,326,3725,299,0,6
6/6/2020,ID,57,1558,21,2,0
6/6/2020,IL,975,20180,2702,0,69
6/6/2020,IN,419,5473,926,38,34
6/6/2020,KS,0,0,,0,0
6/6/2020,KY,310,6335,495,16,4
6/6/2020,LA,497,6786,582,0,13
6/6/2020,MA,575,9295,1529,66,54
6/6/2020,MD,712,8938,1059,105,38
6/6/2020,ME,42,1349,35,3,0
6/6/2020,MI,93,10492,864,0,7
6/6/2020,MN,165,10247,473,47,22
6/6/2020,MO,189,5334,666,0,10
6/6/2020,MP,0,0,,0,0
6/6/2020,MS,10,0,604,0,0
6/6/2020,MT,-1,867,1,0,0
6/6/2020,NC,1370,13833,708,0,26
6/6/2020,ND,71,1953,29,2,0
6/6/2020,NE,262,2463,181,14,0
6/6/2020,NH,143,4101,84,15,10
6/6/2020,NJ,557,23568,1933,143,58
6/6/2020,NM,319,6564,175,73,4
6/6/2020,NV,194,5470,348,0,3
6/6/2020,NY,1108,76787,2603,0,37
6/6/2020,OH,353,11978,628,75,15
6/6/2020,OK,96,5034,158,12,1
6/6/2020,OR,92,2821,121,0,2
6/6/2020,PA,701,10921,1174,0,45
6/6/2020,PR,295,28263,100,0,1
6/6/2020,RI,68,1126,182,0,0
6/6/2020,SC,463,982,453,0,7
6/6/2020,SD,90,2005,93,7,0
6/6/2020,TN,551,8698,535,30,9
6/6/2020,TX,1940,29761,1822,0,31
6/6/2020,UT,546,2406,147,20,1
6/6/2020,VA,865,6496,1171,-44,7
6/6/2020,VI,0,145,,0,0
6/6/2020,VT,19,947,16,0,0
6/6/2020,WA,162,4610,247,24,11
6/6/2020,WI,338,11470,315,41,12
6/6/2020,WV,12,1193,27,0,0
6/6/2020,WY,6,890,4,0,0
6/5/2020,AK,11,882,8,0,0
6/5/2020,AL,315,3859,582,20,23
6/5/2020,AR,584,4547,147,35,10
6/5/2020,AS,0,0,,0,0
6/5/2020,AZ,1579,12531,1234,70,16
6/5/2020,CA,3094,52698,4625,0,63
6/5/2020,CO,300,5924,319,17,1
6/5/2020,CT,221,5641,350,0,31
6/5/2020,DC,79,686,273,0,0
6/5/2020,DE,27,793,128,0,2
6/5/2020,FL,1305,26592,,143,54
6/5/2020,GA,774,10683,790,89,27
6/5/2020,GU,0,390,,0,0
6/5/2020,HI,2,1696,,0,0
6/5/2020,IA,347,5381,299,0,12
6/5/2020,ID,64,3755,29,2,0
6/5/2020,IL,1156,17747,2911,0,59
6/5/2020,IN,482,5922,924,54,27
6/5/2020,KS,223,5377,,27,10
6/5/2020,KY,272,6220,505,13,8
6/5/2020,LA,427,9173,604,0,29
6/5/2020,MA,494,9340,1533,65,34
6/5/2020,MD,912,9796,1076,129,34
6/5/2020,ME,36,1295,35,2,3
6/5/2020,MI,205,12543,617,0,8
6/5/2020,MN,398,10639,478,36,33
6/5/2020,MO,196,5685,666,0,13
6/5/2020,MP,0,0,,0,0
6/5/2020,MS,199,7929,604,135,9
6/5/2020,MT,2,1244,1,0,1
6/5/2020,NC,1289,12556,717,0,6
6/5/2020,ND,40,1073,30,5,1
6/5/2020,NE,251,2316,190,3,-1
6/5/2020,NH,81,3719,86,4,8
6/5/2020,NJ,806,60356,1933,276,82
6/5/2020,NM,213,4548,170,0,8
6/5/2020,NV,176,4508,341,0,0
6/5/2020,NY,1075,65405,2728,0,42
6/5/2020,OH,476,8468,671,73,16
6/5/2020,OK,0,4749,164,0,0
6/5/2020,OR,96,3838,121,7,2
6/5/2020,PA,445,7259,1174,0,69
6/5/2020,PR,112,0,116,0,1
6/5/2020,RI,105,1520,182,10,16
6/5/2020,SC,448,0,453,25,13
6/5/2020,SD,30,711,83,3,1
6/5/2020,TN,400,5634,505,38,7
6/5/2020,TX,1693,21328,1855,0,21
6/5/2020,UT,439,4251,133,20,3
6/5/2020,VA,676,9504,1205,47,8
6/5/2020,VI,0,5,,0,0
6/5/2020,VT,1,1282,14,0,0
6/5/2020,WA,393,7676,285,37,3
6/5/2020,WI,406,11965,355,52,7
6/5/2020,WV,27,2442,27,0,6
6/5/2020,WY,12,605,4,3,0
6/4/2020,AK,8,1907,13,0,0
6/4/2020,AL,221,3484,601,29,0
6/4/2020,AR,0,0,138,26,0
6/4/2020,AS,0,0,,0,0
6/4/2020,AZ,520,4710,1079,53,15
6/4/2020,CA,2120,49257,4455,0,61
6/4/2020,CO,272,2751,356,24,26
6/4/2020,CT,148,4941,373,-4124,18
6/4/2020,DC,104,1430,276,0,2
6/4/2020,DE,34,955,142,0,8
6/4/2020,FL,1419,24711,,127,41
6/4/2020,GA,953,12666,807,138,24
6/4/2020,GU,1,256,,0,0
6/4/2020,HI,0,1130,,0,0
6/4/2020,IA,750,9740,310,0,6
6/4/2020,ID,57,806,28,2,0
6/4/2020,IL,929,21912,3044,0,115
6/4/2020,IN,384,7035,979,47,24
6/4/2020,KS,0,0,,0,0
6/4/2020,KY,295,3431,518,15,8
6/4/2020,LA,429,8670,613,0,13
6/4/2020,MA,471,6703,1637,87,49
6/4/2020,MD,876,8517,1096,106,2
6/4/2020,ME,28,3164,35,6,0
6/4/2020,MI,234,14734,617,0,17
6/4/2020,MN,401,10539,512,50,29
6/4/2020,MO,290,7018,599,0,0
6/4/2020,MP,3,135,,0,0
6/4/2020,MS,238,0,633,0,12
6/4/2020,MT,14,1180,1,0,0
6/4/2020,NC,1189,17850,659,0,21
6/4/2020,ND,26,1215,32,3,4
6/4/2020,NE,255,2034,211,51,6
6/4/2020,NH,46,180,88,6,9
6/4/2020,NJ,462,19847,1982,214,95
6/4/2020,NM,116,6043,170,0,8
6/4/2020,NV,159,5013,364,0,5
6/4/2020,NY,1048,62511,2849,0,54
6/4/2020,OH,490,10656,693,61,40
6/4/2020,OK,102,3568,148,11,3
6/4/2020,OR,75,2569,124,12,0
6/4/2020,PA,538,15573,1174,0,76
6/4/2020,PR,485,0,114,0,0
6/4/2020,RI,117,2000,185,12,14
6/4/2020,SC,354,7572,453,0,7
6/4/2020,SD,85,3875,86,8,2
6/4/2020,TN,298,5061,547,26,13
6/4/2020,TX,1649,30138,1796,0,33
6/4/2020,UT,316,3210,164,21,0
6/4/2020,VA,951,10252,1266,74,17
6/4/2020,VI,1,19,,0,0
6/4/2020,VT,36,603,13,0,0
6/4/2020,WA,330,6047,272,35,6
6/4/2020,WI,532,11656,355,39,10
6/4/2020,WV,21,2260,28,0,0
6/4/2020,WY,6,361,4,0,0
6/3/2020,AK,18,1961,11,0,0
6/3/2020,AL,209,7583,610,21,2
6/3/2020,AR,624,8620,132,13,9
6/3/2020,AS,0,0,,0,0
6/3/2020,AZ,983,5709,1092,69,40
6/3/2020,CA,2377,57326,4458,0,75
6/3/2020,CO,211,3429,388,47,43
6/3/2020,CT,112,5714,406,0,17
6/3/2020,DC,130,1731,285,0,3
6/3/2020,DE,27,831,153,0,4
6/3/2020,FL,1317,29844,,118,37
6/3/2020,GA,687,7738,815,85,21
6/3/2020,GU,1,335,,0,0
6/3/2020,HI,1,586,,0,0
6/3/2020,IA,39,716,314,0,13
6/3/2020,ID,27,782,30,4,0
6/3/2020,IL,982,23489,3173,0,96
6/3/2020,IN,475,5421,1017,50,10
6/3/2020,KS,159,4582,,28,5
6/3/2020,KY,225,4703,488,10,8
6/3/2020,LA,387,8567,617,0,35
6/3/2020,MA,429,7937,1684,88,67
6/3/2020,MD,807,11003,1109,154,20
6/3/2020,ME,41,0,44,-2,1
6/3/2020,MI,279,16101,646,0,15
6/3/2020,MN,513,15388,537,69,15
6/3/2020,MO,192,5731,571,0,3
6/3/2020,MP,0,0,,0,0
6/3/2020,MS,302,4947,602,44,15
6/3/2020,MT,2,1234,1,1,0
6/3/2020,NC,888,13454,684,0,18
6/3/2020,ND,33,825,34,2,0
6/3/2020,NE,266,3282,194,851,3
6/3/2020,NH,64,1331,97,6,11
6/3/2020,NJ,523,19220,2250,0,112
6/3/2020,NM,224,3498,182,99,5
6/3/2020,NV,101,4059,372,0,3
6/3/2020,NY,1045,60597,2978,134,56
6/3/2020,OH,442,15755,704,75,41
6/3/2020,OK,113,3282,136,9,2
6/3/2020,OR,64,2395,112,5,2
6/3/2020,PA,512,2008,1164,0,74
6/3/2020,PR,88,0,107,0,2
6/3/2020,RI,105,1624,189,10,10
6/3/2020,SC,236,3912,433,0,17
6/3/2020,SD,95,1721,87,13,0
6/3/2020,TN,447,8196,548,37,7
6/3/2020,TX,1703,18841,1487,0,36
6/3/2020,UT,295,1895,150,28,4
6/3/2020,VA,666,12832,1311,103,21
6/3/2020,VI,0,20,,0,0
6/3/2020,VT,2,574,10,0,0
6/3/2020,WA,383,6946,263,26,5
6/3/2020,WI,506,15968,357,57,9
6/3/2020,WV,30,3195,34,0,1
6/3/2020,WY,3,881,4,1,0
6/2/2020,AK,20,1993,10,0,0
6/2/2020,AL,279,0,606,23,5
6/2/2020,AR,0,0,121,7,0
6/2/2020,AS,0,0,,0,0
6/2/2020,AZ,1127,8636,1009,75,24
6/2/2020,CA,2304,56704,4393,0,35
6/2/2020,CO,199,3962,394,25,4
6/2/2020,CT,236,8981,434,0,8
6/2/2020,DC,29,409,295,0,2
6/2/2020,DE,80,1535,157,0,0
6/2/2020,FL,617,8735,,184,70
6/2/2020,GA,589,2067,828,207,28
6/2/2020,GU,2,73,,0,0
6/2/2020,HI,0,434,,0,0
6/2/2020,IA,319,4290,327,0,10
6/2/2020,ID,67,1369,34,5,1
6/2/2020,IL,1614,14817,3238,0,113
6/2/2020,IN,407,5616,961,42,55
6/2/2020,KS,0,8071,,20,0
6/2/2020,KY,139,11086,481,33,3
6/2/2020,LA,405,5358,639,0,34
6/2/2020,MA,358,5604,1657,111,50
6/2/2020,MD,848,6237,1148,71,21
6/2/2020,ME,28,3307,48,3,5
6/2/2020,MI,290,15648,674,0,26
6/2/2020,MN,479,7192,537,48,22
6/2/2020,MO,248,5474,693,0,10
6/2/2020,MP,1,222,,0,0
6/2/2020,MS,268,2976,584,0,28
6/2/2020,MT,4,1551,1,0,0
6/2/2020,NC,626,12387,716,0,23
6/2/2020,ND,22,322,34,1,4
6/2/2020,NE,244,2509,,0,8
6/2/2020,NH,34,1854,98,5,0
6/2/2020,NJ,627,21450,2370,168,52
6/2/2020,NM,111,3400,191,0,6
6/2/2020,NV,142,5166,365,0,7
6/2/2020,NY,1329,52725,3121,158,64
6/2/2020,OH,366,11476,697,64,52
6/2/2020,OK,119,11265,124,8,5
6/2/2020,OR,33,2558,102,5,3
6/2/2020,PA,612,9930,1302,0,100
6/2/2020,PR,62,0,106,0,2
6/2/2020,RI,107,1400,188,19,12
6/2/2020,SC,267,13822,425,155,1
6/2/2020,SD,33,1152,89,8,0
6/2/2020,TN,821,12822,565,25,14
6/2/2020,TX,1688,14505,1773,0,20
6/2/2020,UT,203,3476,159,12,0
6/2/2020,VA,841,3329,1362,47,15
6/2/2020,VI,0,195,,0,0
6/2/2020,VT,5,1288,10,0,0
6/2/2020,WA,415,8055,232,16,6
6/2/2020,WI,419,10148,388,40,12
6/2/2020,WV,24,2424,31,0,2
6/2/2020,WY,2,595,7,0,0
6/1/2020,AK,33,2462,10,0,0
6/1/2020,AL,460,5510,596,12,15
6/1/2020,AR,190,3531,115,0,0
6/1/2020,AS,0,0,,0,0
6/1/2020,AZ,187,2677,968,66,11
6/1/2020,CA,2423,65312,4258,0,38
6/1/2020,CO,280,5469,414,14,0
6/1/2020,CT,542,10805,454,1255,20
6/1/2020,DC,56,724,302,0,2
6/1/2020,DE,107,1669,159,0,3
6/1/2020,FL,667,18384,,41,9
6/1/2020,GA,632,5474,841,181,32
6/1/2020,GU,2,212,,0,0
6/1/2020,HI,1,-6134,,0,0
6/1/2020,IA,145,2640,339,0,17
6/1/2020,ID,0,0,25,0,0
6/1/2020,IL,974,19040,3215,0,22
6/1/2020,IN,256,4094,1041,575,8
6/1/2020,KS,292,0,,0,9
6/1/2020,KY,342,1951,457,2,8
6/1/2020,LA,425,11836,661,0,10
6/1/2020,MA,3840,6740,1747,129,189
6/1/2020,MD,549,6300,1174,148,29
6/1/2020,ME,24,0,52,1,0
6/1/2020,MI,245,14232,674,0,25
6/1/2020,MN,575,3606,549,39,10
6/1/2020,MO,180,5967,693,0,1
6/1/2020,MP,0,161,,0,0
6/1/2020,MS,251,4166,584,24,5
6/1/2020,MT,4,855,2,0,0
6/1/2020,NC,674,4945,650,0,12
6/1/2020,ND,47,1213,35,2,2
6/1/2020,NE,196,2327,,0,0
6/1/2020,NH,106,2070,96,2,3
6/1/2020,NJ,473,48982,2466,25,26
6/1/2020,NM,65,5092,182,0,5
6/1/2020,NV,95,4128,361,0,1
6/1/2020,NY,941,49011,3331,113,54
6/1/2020,OH,471,6687,761,63,51
6/1/2020,OK,67,0,154,1,0
6/1/2020,OR,59,2358,108,4,1
6/1/2020,PA,352,6320,1302,0,12
6/1/2020,PR,97,0,99,0,0
6/1/2020,RI,99,1322,195,23,2
6/1/2020,SC,287,4185,450,0,6
6/1/2020,SD,41,1492,87,3,0
6/1/2020,TN,548,11968,504,17,3
6/1/2020,TX,593,17573,1756,0,6
6/1/2020,UT,202,3996,134,14,0
6/1/2020,VA,791,8537,1371,0,17
6/1/2020,VI,1,108,,0,0
6/1/2020,VT,2,1354,16,0,0
6/1/2020,WA,410,7613,245,21,0
6/1/2020,WI,172,3492,403,20,3
6/1/2020,WV,7,466,31,0,0
6/1/2020,WY,7,747,8,1,1
5/31/2020,AK,0,0,14,0,0
5/31/2020,AL,544,4808,527,18,13
5/31/2020,AR,240,2778,115,9,0
5/31/2020,AS,0,0,,0,0
5/31/2020,AZ,681,7478,973,45,3
5/31/2020,CA,3705,52548,4331,0,57
5/31/2020,CO,485,4401,414,26,0
5/31/2020,CT,179,2932,481,0,32
5/31/2020,DC,84,770,295,0,4
5/31/2020,DE,76,1266,160,0,2
5/31/2020,FL,739,25642,,78,4
5/31/2020,GA,700,9987,853,25,39
5/31/2020,GU,0,0,,0,0
5/31/2020,HI,2,604,,0,0
5/31/2020,IA,308,5565,341,0,3
5/31/2020,ID,36,1237,29,2,0
5/31/2020,IL,1343,19811,3296,0,60
5/31/2020,IN,363,4788,1050,0,9
5/31/2020,KS,0,0,,0,0
5/31/2020,KY,240,5318,480,6,13
5/31/2020,LA,339,5951,678,0,6
5/31/2020,MA,664,9670,1824,34,78
5/31/2020,MD,763,7172,1183,119,34
5/31/2020,ME,43,0,49,11,0
5/31/2020,MI,247,12683,774,0,16
5/31/2020,MN,141,6741,555,36,14
5/31/2020,MO,185,7946,718,0,1
5/31/2020,MP,0,165,,0,0
5/31/2020,MS,272,5633,570,32,11
5/31/2020,MT,10,504,2,0,0
5/31/2020,NC,916,11216,649,0,9
5/31/2020,ND,23,1036,36,2,0
5/31/2020,NE,251,1883,,0,0
